519,1554
345,2421
21,1543
902,1063
262,2423
310,1151
468,542
263,1076
20,1318
388,2239
15,745
257,2722
104,2251
153,157
75,2718
21,1435
1182,1467
203,917
10,751
48,1043
8,2139
32,2496
438,1723
598,921
54,3009
651,784
840,1474
365,2376
269,2439
1423,1529
876,902
10,1919
65,1626
22,2976
166,217
183,1618
66,3019
389,1952
28,2498
365,1329
12,1736
248,286
263,1089
194,1218
27,2273
212,1272
21,509
19,1860
430,1431
468,1723
20,2499
500,1675
23,2504
398,1398
7,1742
597,790
879,1442
645,1275
419,1686
11,2157
21,2845
269,466
17,1154
394,875
989,1021
1376,1430
166,230
262,692
0,2907
60,706
58,2094
240,1576
677,2368
350,1973
527,2572
184,220
167,1219
2,1640
0,3028
222,1643
270,2623
3,2279
440,819
249,1288
376,1329
8,2394
568,1270
0,1981
79,2274
67,2974
1120,1746
15,303
180,636
132,1642
1,368
37,2802
278,1171
1081,1266
640,1294
163,2389
1410,1441
11,2749
121,177
21,2979
463,1109
74,2051
5,2180
1104,1105
732,1233
331,889
281,1297
348,2290
279,2456
826,868
26,2010
36,483
316,766
255,1281
807,1528
92,2980
338,2218
18,550
577,2234
105,2690
425,1877
2,2942
7,1071
29,2816
43,499
273,1190
388,1931
343,2454
401,1641
12,368
110,2889
58,484
259,2460
20,1949
321,894
336,2414
24,2822
177,1603
980,1698
460,1174
468,1523
1185,1578
10,1611
262,371
281,2599
286,2714
146,196
533,605
538,720
137,376
181,1614
26,2494
554,664
454,1480
10,1732
526,602
1,1683
603,785
703,1955
66,2832
319,1026
40,1611
11,2896
7,1434
611,2366
2,3076
17,1893
301,1423
148,161
318,838
552,739
13,2188
125,1197
123,2548
656,833
425,2361
3,2897
151,1563
1,1804
111,215
799,1784
286,970
442,1483
46,2486
72,1455
266,274
842,1373
61,1562
6,54
252,1278
413,2364
234,672
0,505
132,2381
114,2970
90,2384
2,2500
373,1918
264,2685
35,1630
386,2382
331,2446
833,1381
907,1330
661,2092
454,567
125,1560
469,1104
257,696
446,1615
3,1045
825,1382
6,2511
792,976
549,1972
413,2377
79,3026
344,2277
211,701
6,1464
400,1391
1404,1439
354,1918
476,1615
9,2674
33,1045
0,868
395,1397
176,2262
391,1921
1175,1737
576,920
72,892
256,1238
775,1803
23,2693
18,134
64,479
384,1918
129,2860
915,1554
441,1634
541,589
57,2691
341,2221
822,2265
796,1044
13,1867
1119,1734
9,930
83,879
262,1110
124,2866
98,1187
215,540
13,3035
107,2404
51,2243
328,831
1018,1803
235,374
797,1804
157,2935
666,826
12,2288
643,1108
577,1242
52,2360
318,759
604,887
1151,1514
110,1547
189,608
392,479
960,1983
299,2466
271,418
617,826
727,1223
379,1937
155,243
578,834
292,2463
1276,1401
536,608
21,1182
35,3066
52,2481
1113,1114
612,832
450,541
202,2654
257,2590
9,1064
16,2006
331,849
81,2364
1001,1812
1106,1111
1111,1455
1271,1407
10,1437
350,2525
78,2066
295,2589
40,1545
386,1953
47,2487
790,1777
24,554
571,952
230,659
210,909
36,3008
3,2831
206,1204
35,1322
33,2710
358,2241
566,958
142,2882
352,2426
419,1433
610,772
1,2906
596,837
288,2707
11,1904
35,275
67,2479
922,1007
27,1094
472,1710
281,2667
35,1214
43,1038
30,2267
547,2005
0,1378
232,681
572,1015
1,1980
358,2483
475,1607
67,1553
132,221
3,750
185,2676
6,230
458,1788
544,1562
7,1623
13,2606
871,910
365,2270
1,2222
283,1154
832,2150
224,281
215,2676
392,1326
523,2563
27,2396
173,235
16,517
274,1041
251,1094
268,2687
15,2507
235,295
1036,1778
403,1865
442,1793
168,241
27,302
123,2979
2,474
566,2273
774,990
340,2455
59,2442
205,281
2,1642
1177,1380
392,1339
13,754
502,1699
357,1052
219,593
293,1296
38,2504
733,814
301,1157
36,1640
621,2330
346,2391
13,1922
268,485
672,1100
128,2397
35,1940
360,1471
280,1219
46,3038
490,534
777,1796
775,932
2,2931
62,2982
368,2271
1263,1689
277,426
557,709
343,2214
284,2802
19,1070
5,1135
278,2462
8,2638
0,2225
538,588
749,771
62,2056
8,2988
297,647
269,1302
9,2166
1289,1395
783,1294
301,1291
1068,1692
452,1194
687,2000
1282,1392
281,1312
177,2652
466,2526
306,2308
285,1202
112,2937
267,367
148,150
519,551
271,2701
59,3047
117,2005
435,1082
9,2179
838,1472
5,222
610,827
312,1133
71,2010
582,728
312,904
962,1952
79,1605
454,1482
309,2296
526,604
25,3062
100,1893
1103,1110
1261,1696
380,1947
282,1146
72,1565
1137,1660
593,779
1,3082
271,2714
656,835
330,1308
34,2478
328,2430
247,1310
462,1198
302,980
49,1554
0,386
7,1328
454,556
560,723
609,844
263,2422
158,2894
550,1203
242,1087
173,1216
350,849
9,2542
82,3020
261,282
560,844
334,1026
2,2502
580,2250
468,1780
674,1848
46,1562
37,2496
83,626
33,1034
143,2397
146,2897
8,2209
147,1055
8,1391
249,285
39,475
295,1155
1138,1615
1039,1838
404,1327
96,2443
557,1569
159,2728
402,2220
25,2499
0,1917
413,1332
445,2038
340,2510
715,1633
4,2561
308,986
12,2156
1378,1425
973,1376
355,2266
329,816
7,2980
437,1810
775,1805
658,991
465,825
88,875
12,2277
472,1215
381,1356
324,822
179,2390
442,814
770,1811
226,701
265,363
17,2513
335,836
331,1885
955,1978
265,1302
1137,1231
429,1410
436,2352
193,608
967,1988
15,1541
426,1112
402,2704
443,527
42,183
23,1890
588,2342
230,2634
249,661
27,1780
450,2637
253,1305
246,363
347,2401
311,2707
21,1184
25,2057
216,605
450,543
202,2656
95,315
262,1246
465,1080
590,2243
259,423
384,1357
110,2020
5,2492
10,2607
1,3016
359,1300
13,2124
540,557
353,1899
334,1657
0,2535
494,1609
480,1711
165,616
10,2728
266,439
818,952
608,2125
35,277
558,2304
334,839
38,2009
283,1022
572,667
68,1622
4,2132
0,2656
346,849
79,2720
287,1666
1044,1645
3,1907
333,2307
346,2246
62,2487
642,847
894,1068
1073,1299
6,2326
9,382
64,2038
22,2041
8,2143
961,1997
266,452
11,2377
18,1104
804,1030
306,753
3,2967
49,1851
340,2323
26,1867
43,1053
175,1209
82,2967
25,218
486,576
293,1164
169,640
52,2041
203,2439
361,810
70,2849
283,1156
109,2023
85,1171
74,2968
215,2678
110,2396
602,909
41,2562
170,1215
130,2082
4,1448
35,761
129,1857
413,1387
227,702
3,1223
834,1380
435,1405
6,2689
672,1089
49,1864
1069,1957
11,1343
21,1802
447,1910
964,1382
4,1340
711,936
301,1038
898,1028
371,2265
51,2058
254,2683
276,456
59,2444
4,2508
196,2678
215,705
311,2399
789,977
420,2571
24,127
216,297
262,1167
81,2058
45,186
1438,1507
121,181
1104,1109
278,1296
73,2584
221,533
294,1011
25,2809
1142,1522
6,2944
329,2402
67,2402
513,533
366,2698
455,1760
85,2715
328,901
137,138
376,2635
257,432
629,829
152,2890
351,2053
604,2233
247,1178
278,491
378,2415
346,891
220,2472
977,1697
566,665
108,2002
1278,1396
1,627
842,1472
666,1017
745,1310
581,650
204,2649
591,843
30,3021
707,1957
576,1245
247,2467
1107,1110
119,2955
26,2498
663,840
785,1769
319,1030
320,1669
446,1485
372,1307
1026,1831
339,864
695,1960
3,2901
658,846
439,1482
285,749
1035,1772
691,1962
1021,1837
102,1567
790,1150
451,1721
117,155
22,1049
15,2093
1,1929
185,289
587,2255
7,1680
633,2371
173,2386
238,566
329,913
709,2366
296,2722
580,2252
268,2623
65,1806
1,64
218,587
789,1608
212,284
246,2083
289,2682
0,630
160,582
108,2378
739,969
197,649
4,1274
7,2969
577,641
7,754
783,975
241,692
857,924
292,1152
40,1870
48,1694
442,1850
256,411
242,513
63,1036
6,1468
541,580
324,811
288,1154
300,2440
2,531
22,1183
175,230
395,462
362,2271
379,1686
280,1155
1397,1440
321,927
254,1691
27,480
479,2038
9,1860
391,1925
95,880
0,2040
716,1227
456,2054
263,693
10,18
235,2580
775,1807
496,2392
28,3041
795,1456
339,2408
13,2918
140,2464
983,1692
258,2685
258,2456
120,2980
8,1756
249,650
746,1456
963,1979
326,870
240,2816
18,488
735,809
267,1229
537,824
316,825
35,842
12,1353
466,1523
230,529
168,1600
328,835
340,889
264,1308
118,2008
338,2277
21,2112
260,371
781,1800
578,946
423,1597
278,425
106,1890
2,786
189,612
3,1425
145,2003
255,2400
568,645
34,186
108,2875
417,1644
0,309
599,897
19,322
335,2248
65,2424
257,379
95,317
4,1892
547,828
194,1198
354,2419
6,918
484,1711
730,949
255,427
33,1546
274,440
62,2476
325,900
1120,1134
583,1195
321,1424
603,844
940,1698
769,1816
679,839
460,1475
164,2379
709,1950
31,3018
12,561
158,2830
494,564
535,602
337,2307
199,387
18,2032
2,1270
12,1729
160,2381
280,2712
12,2897
227,570
60,1625
58,3013
92,2368
23,2497
28,2612
231,2446
459,849
187,390
63,2835
13,503
446,1553
81,637
51,1697
326,441
62,1563
242,447
827,1137
1001,1024
13,2610
233,2613
140,170
331,1687
917,1030
41,1625
411,2390
3,1104
481,1631
212,2675
281,1048
11,1224
360,1341
16,1568
91,2385
258,1101
132,2911
414,1843
222,589
265,1225
320,932
875,925
9,747
386,468
164,1587
243,648
7,1869
17,2328
79,2388
383,1338
161,242
18,2408
441,2511
348,2283
23,2752
401,1392
41,2806
15,1585
383,2506
942,1975
314,2406
11,2634
33,2164
411,767
332,2460
557,592
714,1744
409,1633
118,2881
348,1357
327,2466
721,1639
13,2047
25,1872
301,2450
224,540
3,541
359,2391
75,2403
228,659
21,1349
274,1300
50,1821
62,892
122,2892
461,1126
192,2399
235,554
11,1829
81,2302
136,2009
545,716
15,1719
9,2170
280,418
626,826
282,1016
22,1614
216,662
345,1301
25,1885
842,1124
351,2284
1282,1396
260,2654
168,621
124,2012
275,2410
1123,1753
211,2654
383,1943
347,2700
459,1709
3,2890
120,2014
97,2259
281,2605
105,1891
313,837
874,904
323,1030
321,2418
736,1199
450,842
457,1784
28,1607
269,501
470,1723
251,1127
158,2885
325,847
395,2074
6,47
4,203
1265,1405
234,665
246,1722
447,1712
15,3021
782,1436
4,1142
74,1615
1,53
59,2017
265,2085
566,1259
127,2380
433,1669
123,2904
305,2423
29,2488
103,2437
161,2378
445,1908
20,224
333,1438
37,2608
553,687
21,1846
114,2037
281,753
552,1216
304,1151
25,2490
173,2388
295,2085
252,695
276,1089
570,2024
379,2722
2,520
33,1856
2,2506
15,2445
54,2144
337,1449
447,1846
58,2034
8,2442
376,1377
460,1785
603,2322
30,474
144,761
14,2866
1242,1676
523,528
404,1331
25,2732
433,1803
455,1562
252,708
217,2673
392,459
746,1216
245,705
253,1283
541,932
200,639
331,1876
38,2563
974,1982
263,695
263,2681
256,1702
1412,1427
26,2179
330,870
289,2818
189,1648
96,2689
60,2995
228,593
818,1627
386,1933
23,1881
162,239
22,1656
342,880
46,2050
216,2461
80,1597
462,1699
548,719
260,2467
860,1974
877,1389
37,2166
319,832
255,1342
278,1245
11,1884
424,1299
369,1363
21,128
275,1176
289,845
605,822
813,1525
386,1946
1024,1708
375,1299
77,1605
255,2402
64,2834
24,1715
714,1933
53,2416
17,544
416,1007
794,1633
245,371
978,1942
4,2002
129,2411
271,2760
419,1426
457,1718
99,2010
534,1184
138,1184
18,2839
554,833
688,833
717,2059
352,1372
14,330
93,623
79,2711
10,625
1407,1459
569,2309
84,2008
77,3015
11,1200
498,564
162,615
21,1430
19,566
304,964
961,1988
894,1998
13,2478
15,3076
596,843
318,2296
500,1549
30,1334
300,966
255,1718
389,1947
1196,1481
2,1272
248,510
332,918
433,1724
211,628
18,1216
1126,1193
11,45
348,862
7,2784
547,2011
17,1028
15,2379
667,844
109,2014
341,859
34,1611
378,1909
555,559
651,1021
250,677
35,2738
35,523
336,1683
236,284
84,2371
289,1342
1036,1771
8,2497
777,1776
474,1509
486,580
680,1614
52,2045
12,926
789,1786
358,2502
249,1512
54,1044
446,1797
212,1630
34,2792
10,183
165,2043
46,1863
128,175
16,1920
492,1620
734,924
44,2692
66,2451
448,2516
140,2400
140,185
43,2467
39,2991
49,2218
1031,1790
129,2921
757,763
982,1376
22,2529
16,2980
219,599
296,1048
328,771
1,376
285,1074
118,2883
234,291
1044,1328
299,2406
27,1947
100,2691
331,897
9,883
687,1993
58,479
247,1169
569,954
1102,1454
114,1542
76,3007
54,481
0,1184
24,1541
3,2879
478,1711
3,435
32,1136
11,784
470,544
597,2342
60,2366
361,1311
13,2291
216,664
21,425
298,962
1153,1513
900,1067
512,662
587,2004
291,959
380,1940
129,143
318,833
977,1701
108,2006
1123,1755
13,197
247,364
6,1204
18,1029
451,1591
52,1845
418,1414
36,1083
287,2651
247,1303
364,2605
171,261
9,199
234,546
442,1478
333,2474
257,2664
451,1483
81,452
609,837
984,1946
103,2197
762,1833
600,1017
77,747
37,382
833,1484
592,2361
12,1786
253,680
980,1948
44,277
372,1311
131,2380
721,1199
377,1389
222,283
10,1861
6,2385
381,2262
133,211
264,694
19,2849
1173,1710
280,675
3,2087
975,1954
739,1189
247,498
276,1199
1,994
651,1076
68,2970
35,2793
11,221
1143,1538
446,1610
2,401
616,2021
475,850
836,2024
11,1160
97,2395
17,2372
5,3035
523,2503
115,1217
44,2734
369,2265
381,1336
837,1387
1432,1533
24,2267
203,283
435,1572
669,756
340,2503
548,695
264,707
102,2860
33,1040
28,2911
33,3026
31,2162
805,1785
247,740
44,2855
725,1267
437,1803
1254,1796
230,278
361,761
440,1808
276,394
295,1161
1408,1445
28,3032
334,335
64,474
271,1218
135,2340
233,697
6,1472
252,710
217,2675
188,402
362,2275
6,425
551,979
7,2047
392,1629
352,769
974,1984
263,2683
650,1106
366,1347
588,2214
1288,1393
152,2815
303,998
141,182
795,1460
611,885
3,248
608,816
1267,1684
350,2278
1010,1799
383,1637
207,2643
847,2037
16,1880
962,1987
108,2866
1,1491
536,603
336,2235
0,2286
580,646
612,827
579,650
797,2041
971,1699
262,1239
28,1072
59,1819
262,421
1188,1404
366,1710
354,2410
63,477
675,1004
11,1778
661,840
246,598
29,2061
58,547
245,373
157,260
566,953
578,2239
225,660
345,1479
457,1720
1183,1595
261,1256
118,1207
123,1551
706,1643
780,1821
66,3003
790,2014
790,1785
51,628
39,1328
32,2372
305,2467
35,2606
31,915
41,1374
786,2016
39,2496
372,2413
23,44
2,1153
5,2619
466,1782
698,1122
32,2493
266,445
1,928
252,510
288,958
6,1272
596,845
122,2386
8,1318
99,1436
875,903
159,1258
314,866
262,676
18,2036
1325,1368
649,856
602,1010
764,1826
399,2371
303,2434
316,2373
140,161
11,47
33,1792
265,1095
318,2419
1028,1791
312,2375
976,1372
7,1739
581,2011
455,1606
364,1976
429,2371
54,1033
46,1852
359,851
147,177
270,2499
1039,1778
68,3038
9,1906
346,2494
81,2977
363,1909
554,1211
706,2248
44,1634
23,2743
133,2386
18,184
255,2083
17,225
958,1974
70,2037
314,2397
57,2741
293,1291
638,1969
334,2497
126,1299
387,1340
87,1573
42,2096
448,532
336,2277
7,3041
604,816
277,421
757,1812
3,1350
312,873
155,172
169,2056
423,1643
550,701
480,1625
378,1348
37,1055
1,378
264,1246
102,1184
128,190
62,2051
19,1186
349,1061
576,2272
30,3001
85,2708
241,1235
7,1068
31,1654
581,1569
5,2190
8,1707
727,1394
307,542
207,604
131,2006
265,2760
256,725
424,2524
9,2282
97,1900
31,1775
17,1648
225,594
20,1128
879,2057
195,607
312,1946
470,546
64,2073
14,2481
597,2344
182,2065
5,2432
359,1469
321,2409
112,2006
57,2070
661,787
619,1019
730,2055
828,1129
463,1711
432,2361
10,2897
15,1026
338,2699
529,1018
18,3017
955,1355
91,3007
30,1041
330,2242
507,1609
1099,1255
71,2476
47,1853
95,618
12,620
762,1835
794,2053
242,1082
830,1481
6,51
420,1317
602,836
588,901
1,1104
6,1448
1049,1784
97,1566
250,2599
563,844
15,221
15,2207
600,911
32,1622
56,2733
37,2491
374,1322
52,1042
832,1382
30,2451
453,2554
401,2364
444,519
388,1378
553,920
25,1326
304,1155
63,3015
25,279
1145,1505
35,2916
1165,1420
451,1848
14,1810
2,524
380,1379
571,681
1404,1436
277,2449
5,1761
701,1959
16,1856
23,2569
229,688
246,2089
196,282
132,2970
10,1058
5,2929
116,1979
1043,1844
28,1866
126,186
346,2441
2,2631
1037,1800
240,702
801,1035
49,2154
308,873
53,2044
58,173
3,2223
381,1351
5,2232
103,2575
120,2973
249,643
770,1806
314,1297
657,1111
373,1352
556,2264
511,535
741,1226
159,2039
1,433
689,807
164,1888
967,1983
330,874
605,813
618,1277
1407,1437
10,2589
165,248
3,1647
756,1921
28,1182
379,1934
587,651
251,2688
289,957
5,1198
342,2281
373,1365
209,705
395,1878
1066,1817
345,2286
9,2108
267,417
52,492
1275,1402
568,1577
234,2455
335,2241
309,1057
1,2890
285,2420
38,1762
24,1598
836,1476
330,887
89,2710
526,533
431,1427
23,2127
239,2654
449,2235
347,1470
230,656
257,493
568,651
661,842
15,1899
462,1127
88,428
392,839
247,421
6,1032
174,616
98,2018
459,1768
218,622
27,1091
591,904
138,141
262,436
280,490
569,2313
530,601
358,1312
284,1134
86,624
356,448
600,845
273,2665
16,1548
707,2368
55,2442
335,2496
32,2724
259,1720
99,2256
560,665
778,2019
166,216
4,383
601,2359
334,2244
262,678
28,511
399,2373
22,2157
302,2440
35,2850
711,918
7,2788
609,907
1268,1775
227,576
789,1777
1186,1413
23,2503
286,1156
224,278
361,1973
561,2263
20,2848
779,1439
20,2619
685,1023
652,846
444,1863
0,2906
261,2681
290,1167
302,2453
64,1578
244,2448
164,1930
690,993
176,220
250,694
0,2209
179,225
5,2058
309,749
278,1170
49,2101
59,2560
334,2499
330,808
335,886
729,813
1391,1427
271,1167
720,1222
214,596
233,646
334,1452
1160,1265
490,1699
557,706
230,348
13,1811
1109,1448
73,2579
362,467
0,1283
34,2099
342,2215
983,1982
341,2515
2,3049
253,416
566,647
60,2007
328,1004
6,953
109,2394
389,462
577,2233
12,475
12,2461
237,2579
734,1399
715,1120
1052,1974
1019,1797
28,2405
489,585
432,2000
184,2689
146,2397
239,2588
5,2192
984,1695
375,2405
251,649
175,2051
5,1374
1262,1410
964,1982
319,783
463,1471
17,1879
318,824
299,2760
357,2701
613,2398
293,730
308,1304
540,607
206,1256
395,1946
73,1895
30,1030
0,370
471,1941
22,1849
333,2236
18,912
162,1600
255,2582
260,674
361,2712
42,2703
556,709
728,1193
275,2416
60,2491
247,368
1,864
250,373
255,717
26,2843
293,743
461,556
655,836
211,1613
204,671
312,2419
322,892
9,2418
50,2419
351,1364
984,1011
442,1482
280,2652
479,1549
47,1855
384,2709
45,1028
48,279
56,2843
278,741
725,1955
258,1257
31,2032
12,1790
0,2719
1044,1708
199,1616
276,1082
18,1046
1048,1827
277,2438
468,1777
7,2614
115,161
457,1093
467,1552
412,1616
603,918
201,615
77,2040
8,220
1140,1537
739,1193
19,2035
965,1950
650,855
103,2443
235,347
452,870
371,1965
679,2081
18,2335
2,1573
31,2274
404,1324
538,1553
342,1678
366,2264
63,3017
1030,1786
577,986
313,2374
320,1101
399,1394
464,2543
669,989
72,2985
106,2569
400,801
715,1630
883,1443
253,1276
595,2208
292,2436
194,1635
44,2859
314,2454
603,2328
324,927
391,1920
501,1563
525,688
0,2035
189,2688
665,2388
1238,1792
21,108
157,2921
453,1751
3,239
490,586
371,1389
618,1266
785,1443
19,2398
86,1176
392,465
445,2506
326,865
91,2688
34,2154
270,704
11,2924
214,543
742,928
1112,1693
613,814
269,1233
733,879
125,1225
264,1303
331,835
948,1972
886,1057
251,583
578,941
693,1682
595,2342
8,2811
278,420
13,940
608,820
305,819
69,2003
164,2240
2,2178
7,2293
562,2286
849,1296
835,1398
317,2455
0,2519
272,763
358,1998
332,777
387,484
10,497
20,1185
1352,1395
82,2588
385,2360
183,2640
76,2248
635,1754
12,2529
459,1757
237,661
345,2409
300,946
1105,1114
24,2997
29,1126
282,1306
43,3010
317,1300
7,320
297,1062
378,2707
89,618
978,1948
35,1321
542,600
0,317
349,2420
109,2933
11,146
66,2068
269,441
119,2897
136,2312
405,2702
448,1086
1141,1538
547,836
366,1956
256,2084
433,1488
665,791
30,280
730,957
298,1034
318,2410
41,1378
533,2069
87,2019
605,2359
10,752
25,323
892,2123
4,1432
823,1535
618,837
145,159
568,1016
15,49
357,1964
1,2100
6,229
40,2028
334,2246
262,680
764,1830
406,1331
58,2082
271,1143
27,288
1140,1592
1,1053
274,1148
209,1204
222,1631
215,2675
748,1189
311,2383
419,1687
446,1790
448,2388
107,109
170,2380
46,1856
163,1209
268,2686
49,2090
451,858
564,735
104,750
66,2444
489,561
269,1046
1016,1798
136,2917
427,1403
554,1215
278,1051
99,1574
949,1744
550,692
1099,1688
400,1916
417,1331
374,466
1179,1388
222,597
378,1339
834,1390
32,2163
104,2039
579,2332
429,1570
337,1752
